#    n            s1         s2        s3          s4         s5         s6         s7         s8         s9        s10
#
#
    161000   1673668          0          0          0   11810186   13719422          0   27171497    2082710          0     943952          0          0          0  106029136  561596784          0 1417805464   95192560          0 
    162000   1686384          0          0          0   12027593   13172738          0   26903244    2067383          0     943952          0          0          0  107252464  569041056          0 1436197616   96421184          0 
    163000   1707189          0          0          0   12048844   12924857          0   27654299    2166871          0     943952          0          0          0  108485064  576526232          0 1454491128   97646280          0 
    164000   1759445          0          0          0   12175736   13393331          0   27359248    2073690          0     943952          0          0          0  109714136  584116480          0 1472990104   98872624          0 
    165000   1723591          0          0          0   12766811   23797235          0   40897279    2125787          0     943952          0          0          0  110944456  591627984          0 1491634408  100105432          0 
    166000   1731163          0          0          0   12239255   13393035          0   28697327    2466733          0     943952          0          0          0  112181240  599197552          0 1510355528  101343880          0 
    167000   1750873          0          0          0   12342873   13385651          0   29607843    2129704          0     943952          0          0          0  113423664  606778072          0 1529115240  102587552          0 
    168000   1766584          0          0          0   12444697   13213311          0   27949382    2119220          0     943952          0          0          0  114671312  614516232          0 1548039104  103834696          0 
    169000   1806722          0          0          0   12824063   13419961          0   28117270    2331852          0     943952          0          0          0  115922432  622295120          0 1567016776  105084744          0 
    170000   1775313          0          0          0   12650538   13748534          0   28519584    2292631          0     943952          0          0          0  117176456  630069240          0 1586109240  106343112          0 
    171000   1827173          0          0          0   12736156   13771578          0   28365282    2196152          0     943952          0          0          0  118438800  637881920          0 1605319920  107608568          0 
    172000   2437176          0          0          0   12829995   13447423          0   29359631    2205205          0     943952          0          0          0  119708232  645723304          0 1624657320  108879768          0 
    173000   1794878          0          0          0   12910760   15221722          0   29091817    2254397          0     943952          0          0          0  120983408  653582640          0 1644081312  110149192          0 
    174000   1868191          0          0          0   12867730   13859886          0   28917226    2282666          0     943952          0          0          0  122256808  661399768          0 1663623496  111428720          0 
    175000   1830198          0          0          0   13494082   16357526          0   30743640    2240936          0     943952          0          0          0  123540312  669269728          0 1683385672  112716072          0 
    176000   1949298          0          0          0   14262441   14346777          0   32622050    2325711          0     943952          0          0          0  124831640  677174280          0 1703275744  114009936          0 
